player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Concussion
Sean Pronger (C),Columbus Blue Jackets,26,3,1,4,0.15,4,-4,https://www.eliteprospects.com/player/26121/sean-pronger,2001-02,nhl,Sean Pronger ,C,FW,0,0
Craig Berube (LW),Calgary Flames,66,3,1,4,0.06,164,-2,https://www.eliteprospects.com/player/31936/craig-berube,2001-02,nhl,Craig Berube ,LW,FW,0,0
Jaroslav Svoboda (RW),Carolina Hurricanes,10,2,2,4,0.40,2,0,https://www.eliteprospects.com/player/8594/jaroslav-svoboda,2001-02,nhl,Jaroslav Svoboda ,RW,FW,0,0
Jody Hull (RW),Ottawa Senators,24,2,2,4,0.17,6,0,https://www.eliteprospects.com/player/54340/jody-hull,2001-02,nhl,Jody Hull ,RW,FW,0,0
Václav Nedorost (C/LW),Colorado Avalanche,25,2,2,4,0.16,2,-4,https://www.eliteprospects.com/player/8710/vaclav-nedorost,2001-02,nhl,Václav Nedorost ,C/LW,FW,0,0
Sean Avery (LW/C),Detroit Red Wings,36,2,2,4,0.11,68,1,https://www.eliteprospects.com/player/8720/sean-avery,2001-02,nhl,Sean Avery ,LW/C,FW,0,0
Stephen Peat (RW),Washington Capitals,38,2,2,4,0.11,85,-1,https://www.eliteprospects.com/player/9739/stephen-peat,2001-02,nhl,Stephen Peat ,RW,FW,0,0
Eric Beaudoin (LW/C),Florida Panthers,8,1,3,4,0.50,4,-2,https://www.eliteprospects.com/player/7117/eric-beaudoin,2001-02,nhl,Eric Beaudoin ,LW/C,FW,0,0
Ales Kotalik (RW/LW),Buffalo Sabres,13,1,3,4,0.31,2,-1,https://www.eliteprospects.com/player/8676/ales-kotalik,2001-02,nhl,Ales Kotalik ,RW/LW,FW,0,0
Karel Pilar (D),Toronto Maple Leafs,23,1,3,4,0.17,8,3,https://www.eliteprospects.com/player/11485/karel-pilar,2001-02,nhl,Karel Pilar ,D,DEF,0,0
Ivan Ciernik (RW),totals,29,1,3,4,0.14,6,0,https://www.eliteprospects.com/player/12449/ivan-ciernik,2001-02,nhl,Ivan Ciernik ,RW,FW,0,0
Ryan Johnson (C),Florida Panthers,29,1,3,4,0.14,10,-5,https://www.eliteprospects.com/player/9033/ryan-johnson,2001-02,nhl,Ryan Johnson ,C,FW,0,0
Jean-François Fortin (D),Washington Capitals,36,1,3,4,0.11,20,-1,https://www.eliteprospects.com/player/14511/jean-francois-fortin,2001-02,nhl,Jean-François Fortin ,D,DEF,0,0
Petr Buzek (D),totals,41,1,3,4,0.10,27,0,https://www.eliteprospects.com/player/29026/petr-buzek,2001-02,nhl,Petr Buzek ,D,DEF,0,0
Tommy Albelin (D),New Jersey Devils,42,1,3,4,0.10,4,0,https://www.eliteprospects.com/player/701/tommy-albelin,2001-02,nhl,Tommy Albelin ,D,DEF,0,0
Tomas Kloucek (D),New York Rangers,52,1,3,4,0.08,137,-2,https://www.eliteprospects.com/player/9686/tomas-kloucek,2001-02,nhl,Tomas Kloucek ,D,DEF,0,0
Grant Ledyard (D),Tampa Bay Lightning,53,1,3,4,0.08,12,-5,https://www.eliteprospects.com/player/32197/grant-ledyard,2001-02,nhl,Grant Ledyard ,D,DEF,0,0
Bob Probert (LW),Chicago Blackhawks,61,1,3,4,0.07,176,-9,https://www.eliteprospects.com/player/21365/bob-probert,2001-02,nhl,Bob Probert ,LW,FW,0,0
Wade Belak (RW/D),Toronto Maple Leafs,63,1,3,4,0.06,142,2,https://www.eliteprospects.com/player/8749/wade-belak,2001-02,nhl,Wade Belak ,RW/D,DEF,0,0
John Jakopin (D),Pittsburgh Penguins,19,0,4,4,0.21,42,2,https://www.eliteprospects.com/player/41648/john-jakopin,2001-02,nhl,John Jakopin ,D,DEF,0,0
Todd Gill (D),Colorado Avalanche,36,0,4,4,0.11,25,3,https://www.eliteprospects.com/player/69416/todd-gill,2001-02,nhl,Todd Gill ,D,DEF,0,0
Dale Purinton (D),New York Rangers,40,0,4,4,0.10,113,4,https://www.eliteprospects.com/player/14755/dale-purinton,2001-02,nhl,Dale Purinton ,D,DEF,0,0
Brad Brown (D),Minnesota Wild,51,0,4,4,0.08,123,-11,https://www.eliteprospects.com/player/11823/brad-brown,2001-02,nhl,Brad Brown ,D,DEF,0,0
Jon Sim (LW),Dallas Stars,26,3,0,3,0.12,10,-3,https://www.eliteprospects.com/player/8563/jon-sim,2001-02,nhl,Jon Sim ,LW,FW,0,0
Bruce Gardiner (C),New Jersey Devils,7,2,1,3,0.43,2,-1,https://www.eliteprospects.com/player/3572/bruce-gardiner,2001-02,nhl,Bruce Gardiner ,C,FW,0,0
Steve McKenna (D/LW),New York Rangers,54,2,1,3,0.06,144,0,https://www.eliteprospects.com/player/26312/steve-mckenna,2001-02,nhl,Steve McKenna ,D/LW,DEF,0,0
Darren Langdon (LW),Carolina Hurricanes,58,2,1,3,0.05,106,2,https://www.eliteprospects.com/player/66990/darren-langdon,2001-02,nhl,Darren Langdon ,LW,FW,0,0
Denis Shvidki (RW),Florida Panthers,8,1,2,3,0.38,2,-4,https://www.eliteprospects.com/player/9600/denis-shvidki,2001-02,nhl,Denis Shvidki ,RW,FW,0,0
Marian Cisar (RW),Nashville Predators,10,1,2,3,0.30,8,-3,https://www.eliteprospects.com/player/69862/marian-cisar,2001-02,nhl,Marian Cisar ,RW,FW,0,0
Tom Kostopoulos (RW/LW),Pittsburgh Penguins,11,1,2,3,0.27,9,-1,https://www.eliteprospects.com/player/9021/tom-kostopoulos,2001-02,nhl,Tom Kostopoulos ,RW/LW,FW,0,0
Steve Montador (D),Calgary Flames,11,1,2,3,0.27,26,-2,https://www.eliteprospects.com/player/8729/steve-montador,2001-02,nhl,Steve Montador ,D,DEF,0,0
Mark Mowers (C),Nashville Predators,14,1,2,3,0.21,2,-2,https://www.eliteprospects.com/player/5533/mark-mowers,2001-02,nhl,Mark Mowers ,C,FW,0,0
Matt Davidson (RW),Columbus Blue Jackets,17,1,2,3,0.18,10,-11,https://www.eliteprospects.com/player/9715/matt-davidson,2001-02,nhl,Matt Davidson ,RW,FW,0,0
Nathan Perrott (RW),Nashville Predators,22,1,2,3,0.14,74,-1,https://www.eliteprospects.com/player/8914/nathan-perrott,2001-02,nhl,Nathan Perrott ,RW,FW,0,0
Brian Holzinger (C),Tampa Bay Lightning,23,1,2,3,0.13,4,-4,https://www.eliteprospects.com/player/25615/brian-holzinger,2001-02,nhl,Brian Holzinger ,C,FW,0,0
Dennis Bonvie (RW),Boston Bruins,23,1,2,3,0.13,84,3,https://www.eliteprospects.com/player/11814/dennis-bonvie,2001-02,nhl,Dennis Bonvie ,RW,FW,0,0
Jamie Heward (D),Columbus Blue Jackets,28,1,2,3,0.11,7,-9,https://www.eliteprospects.com/player/9049/jamie-heward,2001-02,nhl,Jamie Heward ,D,DEF,0,0
Brad Bombardir (D),Minnesota Wild,28,1,2,3,0.11,14,-6,https://www.eliteprospects.com/player/25131/brad-bombardir,2001-02,nhl,Brad Bombardir ,D,DEF,0,0
Maxim Kuznetsov (D),Detroit Red Wings,39,1,2,3,0.08,40,0,https://www.eliteprospects.com/player/20554/maxim-kuznetsov,2001-02,nhl,Maxim Kuznetsov ,D,DEF,0,0
Mike Sullivan (C),Phoenix Coyotes,42,1,2,3,0.07,16,-3,https://www.eliteprospects.com/player/60109/mike-sullivan,2001-02,nhl,Mike Sullivan ,C,FW,0,0
Ryan VandenBussche (RW),Chicago Blackhawks,50,1,2,3,0.06,103,-10,https://www.eliteprospects.com/player/8836/ryan-vandenbussche,2001-02,nhl,Ryan VandenBussche ,RW,FW,0,0
Niclas Wallin (D),Carolina Hurricanes,52,1,2,3,0.06,36,1,https://www.eliteprospects.com/player/745/niclas-wallin,2001-02,nhl,Niclas Wallin ,D,DEF,0,0
Niclas Hävelid (D),Mighty Ducks of Anaheim,52,1,2,3,0.06,40,-13,https://www.eliteprospects.com/player/713/niclas-havelid,2001-02,nhl,Niclas Hävelid ,D,DEF,0,0
Mark Rycroft (RW),St. Louis Blues,9,0,3,3,0.33,4,0,https://www.eliteprospects.com/player/8727/mark-rycroft,2001-02,nhl,Mark Rycroft ,RW,FW,0,0
Timo Pärssinen (LW/RW),Mighty Ducks of Anaheim,17,0,3,3,0.18,2,0,https://www.eliteprospects.com/player/2710/timo-parssinen,2001-02,nhl,Timo Pärssinen ,LW/RW,FW,0,0
Jonathan Girard (D),Boston Bruins,20,0,3,3,0.15,9,0,https://www.eliteprospects.com/player/67360/jonathan-girard,2001-02,nhl,Jonathan Girard ,D,DEF,0,0
Marc Bergevin (D),St. Louis Blues,30,0,3,3,0.10,2,6,https://www.eliteprospects.com/player/31935/marc-bergevin,2001-02,nhl,Marc Bergevin ,D,DEF,0,0
Jarno Kultanen (D),Boston Bruins,38,0,3,3,0.08,33,-1,https://www.eliteprospects.com/player/2668/jarno-kultanen,2001-02,nhl,Jarno Kultanen ,D,DEF,0,0
Chris McAlpine (D),Chicago Blackhawks,40,0,3,3,0.08,36,8,https://www.eliteprospects.com/player/25710/chris-mcalpine,2001-02,nhl,Chris McAlpine ,D,DEF,0,0
Nolan Pratt (D),Tampa Bay Lightning,46,0,3,3,0.07,51,-4,https://www.eliteprospects.com/player/8747/nolan-pratt,2001-02,nhl,Nolan Pratt ,D,DEF,0,0
P.J. Stock (D/C),Boston Bruins,58,0,3,3,0.05,122,-2,https://www.eliteprospects.com/player/67426/p.j.-stock,2001-02,nhl,P.J. Stock ,D/C,DEF,0,0
Josef Melichar (D),Pittsburgh Penguins,60,0,3,3,0.05,68,-1,https://www.eliteprospects.com/player/8680/josef-melichar,2001-02,nhl,Josef Melichar ,D,DEF,0,0
Vitali Vishnevski (D),Mighty Ducks of Anaheim,74,0,3,3,0.04,60,-10,https://www.eliteprospects.com/player/8522/vitali-vishnevski,2001-02,nhl,Vitali Vishnevski ,D,DEF,0,0
Roman Simicek (C),Minnesota Wild,6,2,0,2,0.33,8,1,https://www.eliteprospects.com/player/13654/roman-simicek,2001-02,nhl,Roman Simicek ,C,FW,0,0
Juraj Kolnik (RW),New York Islanders,7,2,0,2,0.29,0,-2,https://www.eliteprospects.com/player/8654/juraj-kolnik,2001-02,nhl,Juraj Kolnik ,RW,FW,0,0
Alexei Ponikarovsky (LW),Toronto Maple Leafs,8,2,0,2,0.25,0,2,https://www.eliteprospects.com/player/8658/alexei-ponikarovsky,2001-02,nhl,Alexei Ponikarovsky ,LW,FW,0,0
Kelly Fairchild (C),Colorado Avalanche,10,2,0,2,0.20,2,1,https://www.eliteprospects.com/player/15424/kelly-fairchild,2001-02,nhl,Kelly Fairchild ,C,FW,0,0
Yuri Butsayev (RW),totals,11,2,0,2,0.18,4,0,https://www.eliteprospects.com/player/18507/yuri-butsayev,2001-02,nhl,Yuri Butsayev ,RW,FW,0,0
Calle Johansson (D),Washington Capitals,11,2,0,2,0.18,8,-4,https://www.eliteprospects.com/player/714/calle-johansson,2001-02,nhl,Calle Johansson ,D,DEF,0,0
Roman Lyashenko (C),totals,19,2,0,2,0.11,0,-2,https://www.eliteprospects.com/player/28790/roman-lyashenko,2001-02,nhl,Roman Lyashenko ,C,FW,0,0
Ken Belanger (LW),Los Angeles Kings,43,2,0,2,0.05,85,-5,https://www.eliteprospects.com/player/67105/ken-belanger,2001-02,nhl,Ken Belanger ,LW,FW,0,0
Stephen Weiss (C),Florida Panthers,7,1,1,2,0.29,0,0,https://www.eliteprospects.com/player/8817/stephen-weiss,2001-02,nhl,Stephen Weiss ,C,FW,0,0
Brian Swanson (C),Edmonton Oilers,8,1,1,2,0.25,0,-1,https://www.eliteprospects.com/player/13642/brian-swanson,2001-02,nhl,Brian Swanson ,C,FW,0,0
Jim Campbell (RW),Chicago Blackhawks,9,1,1,2,0.22,4,-3,https://www.eliteprospects.com/player/27208/jim-campbell,2001-02,nhl,Jim Campbell ,RW,FW,0,0
Nikolai Antropov (C/RW),Toronto Maple Leafs,11,1,1,2,0.18,4,-1,https://www.eliteprospects.com/player/8657/nikolai-antropov,2001-02,nhl,Nikolai Antropov ,C/RW,FW,0,0
Dan Snyder (C),Atlanta Thrashers,11,1,1,2,0.18,30,-3,https://www.eliteprospects.com/player/41393/dan-snyder,2001-02,nhl,Dan Snyder ,C,FW,0,0
Craig MacDonald (C),Carolina Hurricanes,12,1,1,2,0.17,0,-1,https://www.eliteprospects.com/player/8952/craig-macdonald,2001-02,nhl,Craig MacDonald ,C,FW,0,0
Mathieu Darche (LW),Columbus Blue Jackets,14,1,1,2,0.14,6,-5,https://www.eliteprospects.com/player/10621/mathieu-darche,2001-02,nhl,Mathieu Darche ,LW,FW,0,0
Rob Valicevic (RW),Los Angeles Kings,17,1,1,2,0.12,8,-4,https://www.eliteprospects.com/player/12676/rob-valicevic,2001-02,nhl,Rob Valicevic ,RW,FW,0,0
Adam Mair (RW),Los Angeles Kings,18,1,1,2,0.11,57,1,https://www.eliteprospects.com/player/8811/adam-mair,2001-02,nhl,Adam Mair ,RW,FW,0,0
Mike Wilson (D),Pittsburgh Penguins,21,1,1,2,0.10,17,-12,https://www.eliteprospects.com/player/8477/mike-wilson,2001-02,nhl,Mike Wilson ,D,DEF,0,0
Bryan Muir (D),Colorado Avalanche,22,1,1,2,0.09,9,1,https://www.eliteprospects.com/player/4317/bryan-muir,2001-02,nhl,Bryan Muir ,D,DEF,0,0
Stu Grimson (LW),Nashville Predators,30,1,1,2,0.07,76,0,https://www.eliteprospects.com/player/43441/stu-grimson,2001-02,nhl,Stu Grimson ,LW,FW,0,0
Shane Hnidy (D),Ottawa Senators,33,1,1,2,0.06,57,-10,https://www.eliteprospects.com/player/8560/shane-hnidy,2001-02,nhl,Shane Hnidy ,D,DEF,0,0
Darcy Hordichuk (LW),totals,34,1,1,2,0.06,141,-5,https://www.eliteprospects.com/player/9056/darcy-hordichuk,2001-02,nhl,Darcy Hordichuk ,LW,FW,0,0
Lance Pitlick (D),Florida Panthers,35,1,1,2,0.06,12,-14,https://www.eliteprospects.com/player/30940/lance-pitlick,2001-02,nhl,Lance Pitlick ,D,DEF,0,0
Kevin Sawyer (LW),Mighty Ducks of Anaheim,57,1,1,2,0.04,221,-4,https://www.eliteprospects.com/player/67107/kevin-sawyer,2001-02,nhl,Kevin Sawyer ,LW,FW,0,0
Saku Koivu (C),Montréal Canadiens,3,0,2,2,0.67,0,0,https://www.eliteprospects.com/player/2669/saku-koivu,2001-02,nhl,Saku Koivu ,C,FW,0,0
Jeff Farkas (C),Toronto Maple Leafs,6,0,2,2,0.33,4,1,https://www.eliteprospects.com/player/42299/jeff-farkas,2001-02,nhl,Jeff Farkas ,C,FW,0,0
Andrej Nedorost (C/W),Columbus Blue Jackets,7,0,2,2,0.29,2,-3,https://www.eliteprospects.com/player/9672/andrej-nedorost,2001-02,nhl,Andrej Nedorost ,C/W,FW,0,0
Jordan Krestanovich (C),Colorado Avalanche,8,0,2,2,0.25,0,1,https://www.eliteprospects.com/player/6606/jordan-krestanovich,2001-02,nhl,Jordan Krestanovich ,C,FW,0,0
Jim Montgomery (C),Dallas Stars,8,0,2,2,0.25,0,-1,https://www.eliteprospects.com/player/39284/jim-montgomery,2001-02,nhl,Jim Montgomery ,C,FW,0,0
Ryan Jardine (LW),Florida Panthers,8,0,2,2,0.25,2,0,https://www.eliteprospects.com/player/9676/ryan-jardine,2001-02,nhl,Ryan Jardine ,LW,FW,0,0
Rich Pilon (D),St. Louis Blues,8,0,2,2,0.25,9,-1,https://www.eliteprospects.com/player/31881/rich-pilon,2001-02,nhl,Rich Pilon ,D,DEF,0,0
Vladimir Chebaturkin (D),Chicago Blackhawks,13,0,2,2,0.15,6,0,https://www.eliteprospects.com/player/19682/vladimir-chebaturkin,2001-02,nhl,Vladimir Chebaturkin ,D,DEF,0,0
Rick Tocchet (RW),Philadelphia Flyers,14,0,2,2,0.14,28,-2,https://www.eliteprospects.com/player/21418/rick-tocchet,2001-02,nhl,Rick Tocchet ,RW,FW,0,0
Gord Murphy (D),Boston Bruins,15,0,2,2,0.13,13,2,https://www.eliteprospects.com/player/67359/gord-murphy,2001-02,nhl,Gord Murphy ,D,DEF,0,0
Yevgeni Korolyov (D),New York Islanders,17,0,2,2,0.12,6,0,https://www.eliteprospects.com/player/18742/yevgeni-korolyov,2001-02,nhl,Yevgeni Korolyov ,D,DEF,0,0
Shawn Heins (D),San Jose Sharks,17,0,2,2,0.12,24,1,https://www.eliteprospects.com/player/10827/shawn-heins,2001-02,nhl,Shawn Heins ,D,DEF,0,0
Ken Sutton (D),New York Islanders,21,0,2,2,0.10,8,-5,https://www.eliteprospects.com/player/68049/ken-sutton,2001-02,nhl,Ken Sutton ,D,DEF,0,0
Turner Stevenson (RW),New Jersey Devils,21,0,2,2,0.10,25,-3,https://www.eliteprospects.com/player/25592/turner-stevenson,2001-02,nhl,Turner Stevenson ,RW,FW,0,0
John Emmons (C),Boston Bruins,22,0,2,2,0.09,16,-4,https://www.eliteprospects.com/player/52897/john-emmons,2001-02,nhl,John Emmons ,C,FW,0,0
Brad Norton (D),Florida Panthers,22,0,2,2,0.09,45,-2,https://www.eliteprospects.com/player/8479/brad-norton,2001-02,nhl,Brad Norton ,D,DEF,0,0
Branislav Mezei (D),New York Islanders,24,0,2,2,0.08,12,2,https://www.eliteprospects.com/player/8653/branislav-mezei,2001-02,nhl,Branislav Mezei ,D,DEF,0,0
Gordie Dwyer (LW),Tampa Bay Lightning,26,0,2,2,0.08,60,-4,https://www.eliteprospects.com/player/10375/gordie-dwyer,2001-02,nhl,Gordie Dwyer ,LW,FW,0,0
Anders Eriksson (D),Toronto Maple Leafs,34,0,2,2,0.06,12,-1,https://www.eliteprospects.com/player/471/anders-eriksson,2001-02,nhl,Anders Eriksson ,D,DEF,0,0
Tommy Westlund (RW),Carolina Hurricanes,40,0,2,2,0.05,6,-8,https://www.eliteprospects.com/player/746/tommy-westlund,2001-02,nhl,Tommy Westlund ,RW,FW,0,0
Sylvain Blouin (LW),Minnesota Wild,43,0,2,2,0.05,130,-11,https://www.eliteprospects.com/player/68876/sylvain-blouin,2001-02,nhl,Sylvain Blouin ,LW,FW,0,0
Jamie Allison (D),totals,44,0,2,2,0.05,52,-7,https://www.eliteprospects.com/player/9063/jamie-allison,2001-02,nhl,Jamie Allison ,D,DEF,0,0
Jere Karalahti (D),totals,45,0,2,2,0.04,41,-6,https://www.eliteprospects.com/player/3317/jere-karalahti,2001-02,nhl,Jere Karalahti ,D,DEF,0,0
Dave Manson (D),totals,47,0,2,2,0.04,33,2,https://www.eliteprospects.com/player/21480/dave-manson,2001-02,nhl,Dave Manson ,D,DEF,0,0
Krzysztof Oliwa (LW),Pittsburgh Penguins,57,0,2,2,0.04,150,-5,https://www.eliteprospects.com/player/2660/krzysztof-oliwa,2001-02,nhl,Krzysztof Oliwa ,LW,FW,0,0
Cale Hulse (D),Nashville Predators,63,0,2,2,0.03,121,-18,https://www.eliteprospects.com/player/9059/cale-hulse,2001-02,nhl,Cale Hulse ,D,DEF,0,0
Rick Berry (D),totals,70,0,2,2,0.03,81,-3,https://www.eliteprospects.com/player/11494/rick-berry,2001-02,nhl,Rick Berry ,D,DEF,0,0
Derrick Walser (D),Columbus Blue Jackets,2,1,0,1,0.50,0,-2,https://www.eliteprospects.com/player/10663/derrick-walser,2001-02,nhl,Derrick Walser ,D,DEF,0,0
Tomas Divisek (C),Philadelphia Flyers,3,1,0,1,0.33,0,1,https://www.eliteprospects.com/player/9627/tomas-divisek,2001-02,nhl,Tomas Divisek ,C,FW,0,0
Jason Chimera (LW/RW),Edmonton Oilers,3,1,0,1,0.33,0,-3,https://www.eliteprospects.com/player/8762/jason-chimera,2001-02,nhl,Jason Chimera ,LW/RW,FW,0,0
Martin Spanhel (LW),Columbus Blue Jackets,4,1,0,1,0.25,2,-2,https://www.eliteprospects.com/player/3576/martin-spanhel,2001-02,nhl,Martin Spanhel ,LW,FW,0,0
Jason Botterill (LW),Calgary Flames,4,1,0,1,0.25,2,-3,https://www.eliteprospects.com/player/67425/jason-botterill,2001-02,nhl,Jason Botterill ,LW,FW,0,0
Josef Boumedienne (D),totals,4,1,0,1,0.25,6,-2,https://www.eliteprospects.com/player/708/josef-boumedienne,2001-02,nhl,Josef Boumedienne ,D,DEF,0,0
Andy Hilbert (C),Boston Bruins,6,1,0,1,0.17,2,-2,https://www.eliteprospects.com/player/9052/andy-hilbert,2001-02,nhl,Andy Hilbert ,C,FW,0,0
Blair Betts (C),Calgary Flames,6,1,0,1,0.17,2,-1,https://www.eliteprospects.com/player/9082/blair-betts,2001-02,nhl,Blair Betts ,C,FW,0,0
Pavel Brendl (RW),Philadelphia Flyers,8,1,0,1,0.13,2,-3,https://www.eliteprospects.com/player/5213/pavel-brendl,2001-02,nhl,Pavel Brendl ,RW,FW,0,0
Benoît Gratton (C),Montréal Canadiens,8,1,0,1,0.13,8,-1,https://www.eliteprospects.com/player/13960/benoit-gratton,2001-02,nhl,Benoît Gratton ,C,FW,0,0
Nolan Yonkman (D),Washington Capitals,11,1,0,1,0.09,4,3,https://www.eliteprospects.com/player/8796/nolan-yonkman,2001-02,nhl,Nolan Yonkman ,D,DEF,0,0
Steve Martins (C),Ottawa Senators,14,1,0,1,0.07,4,1,https://www.eliteprospects.com/player/8968/steve-martins,2001-02,nhl,Steve Martins ,C,FW,0,0
Aaron Downey (RW),Chicago Blackhawks,36,1,0,1,0.03,76,-2,https://www.eliteprospects.com/player/9139/aaron-downey,2001-02,nhl,Aaron Downey ,RW,FW,0,0
Joey Tetarenko (RW),Florida Panthers,38,1,0,1,0.03,123,-5,https://www.eliteprospects.com/player/68941/joey-tetarenko,2001-02,nhl,Joey Tetarenko ,RW,FW,0,0
Chris Ferraro (C),Washington Capitals,1,0,1,1,1.00,0,0,https://www.eliteprospects.com/player/4397/chris-ferraro,2001-02,nhl,Chris Ferraro ,C,FW,0,0
Ivan Huml (W/C),Boston Bruins,1,0,1,1,1.00,0,2,https://www.eliteprospects.com/player/7605/ivan-huml,2001-02,nhl,Ivan Huml ,W/C,FW,0,0
Adam Hall (RW),Nashville Predators,1,0,1,1,1.00,0,0,https://www.eliteprospects.com/player/8724/adam-hall,2001-02,nhl,Adam Hall ,RW,FW,0,0
Joël Bouchard (D),New Jersey Devils,1,0,1,1,1.00,0,1,https://www.eliteprospects.com/player/9085/joel-bouchard,2001-02,nhl,Joël Bouchard ,D,DEF,0,0
Pyotr Schastlivy (C),Ottawa Senators,1,0,1,1,1.00,0,1,https://www.eliteprospects.com/player/12245/pyotr-schastlivy,2001-02,nhl,Pyotr Schastlivy ,C,FW,0,0
Jeff Daw (C),Colorado Avalanche,1,0,1,1,1.00,0,0,https://www.eliteprospects.com/player/69477/jeff-daw,2001-02,nhl,Jeff Daw ,C,FW,0,0
Éric Landry (C),Montréal Canadiens,2,0,1,1,0.50,0,2,https://www.eliteprospects.com/player/10821/eric-landry,2001-02,nhl,Éric Landry ,C,FW,0,0
Blake Bellefeuille (C),Columbus Blue Jackets,2,0,1,1,0.50,0,1,https://www.eliteprospects.com/player/14466/blake-bellefeuille,2001-02,nhl,Blake Bellefeuille ,C,FW,0,0
Steve Kariya (LW),Vancouver Canucks,3,0,1,1,0.33,2,-2,https://www.eliteprospects.com/player/5974/steve-kariya,2001-02,nhl,Steve Kariya ,LW,FW,0,0
Peter Ferraro (RW),Washington Capitals,4,0,1,1,0.25,0,-1,https://www.eliteprospects.com/player/4398/peter-ferraro,2001-02,nhl,Peter Ferraro ,RW,FW,0,0
Matt Henderson (LW),Chicago Blackhawks,4,0,1,1,0.25,0,-1,https://www.eliteprospects.com/player/43811/matt-henderson,2001-02,nhl,Matt Henderson ,LW,FW,0,0
Shane Endicott (C),Pittsburgh Penguins,4,0,1,1,0.25,4,-1,https://www.eliteprospects.com/player/12253/shane-endicott,2001-02,nhl,Shane Endicott ,C,FW,0,0
Jason Jaspers (C),Phoenix Coyotes,4,0,1,1,0.25,4,-1,https://www.eliteprospects.com/player/9029/jason-jaspers,2001-02,nhl,Jason Jaspers ,C,FW,0,0
Norm Milley (RW),Buffalo Sabres,5,0,1,1,0.20,0,0,https://www.eliteprospects.com/player/8981/norm-milley,2001-02,nhl,Norm Milley ,RW,FW,0,0
Steve Bancroft (D),San Jose Sharks,5,0,1,1,0.20,2,-2,https://www.eliteprospects.com/player/54574/steve-bancroft,2001-02,nhl,Steve Bancroft ,D,DEF,0,0
Steven Halko (D),Carolina Hurricanes,5,0,1,1,0.20,6,3,https://www.eliteprospects.com/player/68992/steven-halko,2001-02,nhl,Steven Halko ,D,DEF,0,0
Steve Gainey (LW),Dallas Stars,5,0,1,1,0.20,7,-1,https://www.eliteprospects.com/player/8726/steve-gainey,2001-02,nhl,Steve Gainey ,LW,FW,0,0
Chris Bala (LW),Ottawa Senators,6,0,1,1,0.17,0,1,https://www.eliteprospects.com/player/15317/chris-bala,2001-02,nhl,Chris Bala ,LW,FW,0,0
Steve Kelly (LW),Los Angeles Kings,8,0,1,1,0.13,2,-1,https://www.eliteprospects.com/player/7115/steve-kelly,2001-02,nhl,Steve Kelly ,LW,FW,0,0
Peter Smrek (D),New York Rangers,8,0,1,1,0.13,4,-7,https://www.eliteprospects.com/player/5869/peter-smrek,2001-02,nhl,Peter Smrek ,D,DEF,0,0
Eric Boguniecki (C/RW),St. Louis Blues,8,0,1,1,0.13,4,-2,https://www.eliteprospects.com/player/8790/eric-boguniecki,2001-02,nhl,Eric Boguniecki ,C/RW,FW,0,0
Kamil Piros (C/W),Atlanta Thrashers,8,0,1,1,0.13,4,-2,https://www.eliteprospects.com/player/10845/kamil-piros,2001-02,nhl,Kamil Piros ,C/W,FW,0,0
Christian Laflamme (D),St. Louis Blues,8,0,1,1,0.13,4,3,https://www.eliteprospects.com/player/13639/christian-laflamme,2001-02,nhl,Christian Laflamme ,D,DEF,0,0
Chris Corrinet (F),Washington Capitals,8,0,1,1,0.13,6,-4,https://www.eliteprospects.com/player/51342/chris-corrinet,2001-02,nhl,Chris Corrinet ,F,False,0,0
Uwe Krupp (D),Detroit Red Wings,8,0,1,1,0.13,8,-1,https://www.eliteprospects.com/player/21349/uwe-krupp,2001-02,nhl,Uwe Krupp ,D,DEF,0,0
Niko Kapanen (C),Dallas Stars,9,0,1,1,0.11,2,-1,https://www.eliteprospects.com/player/2688/niko-kapanen,2001-02,nhl,Niko Kapanen ,C,FW,0,0
Toni Dahlman (RW),Ottawa Senators,10,0,1,1,0.10,0,-1,https://www.eliteprospects.com/player/2665/toni-dahlman,2001-02,nhl,Toni Dahlman ,RW,FW,0,0
Raffi Torres (LW),New York Islanders,14,0,1,1,0.07,6,2,https://www.eliteprospects.com/player/8857/raffi-torres,2001-02,nhl,Raffi Torres ,LW,FW,0,0
Jesse Wallin (D),Detroit Red Wings,15,0,1,1,0.07,13,-1,https://www.eliteprospects.com/player/29021/jesse-wallin,2001-02,nhl,Jesse Wallin ,D,DEF,0,0
Mike Weaver (D),Atlanta Thrashers,16,0,1,1,0.06,10,0,https://www.eliteprospects.com/player/8814/mike-weaver,2001-02,nhl,Mike Weaver ,D,DEF,0,0
Todd Rohloff (D),Washington Capitals,16,0,1,1,0.06,14,-2,https://www.eliteprospects.com/player/69478/todd-rohloff,2001-02,nhl,Todd Rohloff ,D,DEF,0,0
David Harlock (D),Atlanta Thrashers,19,0,1,1,0.05,18,-2,https://www.eliteprospects.com/player/27441/david-harlock,2001-02,nhl,David Harlock ,D,DEF,0,0
Éric Meloche (RW),Pittsburgh Penguins,23,0,1,1,0.04,8,-7,https://www.eliteprospects.com/player/10324/eric-meloche,2001-02,nhl,Éric Meloche ,RW,FW,0,0
